ticker,instrument,name,sector,currency,created_date,last_updated_date
UAL,stock,United Airlines Holdings,Passenger Airlines,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UPS,stock,United Parcel Service,Air Freight & Logistics,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
URI,stock,United Rentals,Trading Companies & Distributors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UNH,stock,UnitedHealth Group,Managed Health Care,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UHS,stock,Universal Health Services,Health Care Facilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VLO,stock,Valero Energy,Oil & Gas Refining & Marketing,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VTR,stock,Ventas,Health Care REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VLTO,stock,Veralto,Environmental & Facilities Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VRSN,stock,Verisign,Internet Services & Infrastructure,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VRSK,stock,Verisk,Research & Consulting Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VZ,stock,Verizon,Integrated Telecommunication Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VRTX,stock,Vertex Pharmaceuticals,Biotechnology,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VTRS,stock,Viatris,Pharmaceuticals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VICI,stock,Vici Properties,Hotel & Resort REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
V,stock,Visa Inc.,Transaction & Payment Processing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VST,stock,Vistra,Electric Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
VMC,stock,Vulcan Materials Company,Construction Materials,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WRB,stock,W. R. Berkley Corporation,Property & Casualty Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
GWW,stock,W. W. Grainger,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WAB,stock,Wabtec,Construction Machinery & Heavy Transportation Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WBA,stock,Walgreens Boots Alliance,Drug Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WMT,stock,Walmart,Consumer Staples Merchandise Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
DIS,stock,Walt Disney Company (The),Movies & Entertainment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WBD,stock,Warner Bros. Discovery,Broadcasting,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WM,stock,Waste Management,Environmental & Facilities Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WAT,stock,Waters Corporation,Life Sciences Tools & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WEC,stock,WEC Energy Group,Electric Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WFC,stock,Wells Fargo,Diversified Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WELL,stock,Welltower,Health Care REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WST,stock,West Pharmaceutical Services,Health Care Supplies,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WDC,stock,Western Digital,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WY,stock,Weyerhaeuser,Timber REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WMB,stock,Williams Companies,Oil & Gas Storage & Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WTW,stock,Willis Towers Watson,Insurance Brokers,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
WYNN,stock,Wynn Resorts,Casinos & Gaming,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
XEL,stock,Xcel Energy,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
XYL,stock,Xylem Inc.,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
YUM,stock,Yum! Brands,Restaurants,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ZBRA,stock,Zebra Technologies,Electronic Equipment & Instruments,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ZBH,stock,Zimmer Biomet,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ZTS,stock,Zoetis,Pharmaceuticals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
